candidate,office,seat,election_year,filing_date,reporting_period,date,vendor_raw,vendor_normalized,purpose,amount,in_kind,is_incremental,source_filing,document_id,line_no,extraction_confidence,extract_method,needs_review
"Theodore, Dea",County Council,District 6,2024,2024-09-16,votetheodore1@gmail.com,2024-08-14,Data Elect,Data Elect,,488.00,False,True,raw/easyvote/Theodore-Dea__008DF9A2.pdf,008DF9A2-C3AB-4C9E-9C80-BA2BD4D42D14,15,high,easyvote_api/json,0
"Theodore, Dea",County Council,District 6,2024,2024-09-16,votetheodore1@gmail.com,2024-08-23,Anedot,Anedot,,2.30,False,True,raw/easyvote/Theodore-Dea__008DF9A2.pdf,008DF9A2-C3AB-4C9E-9C80-BA2BD4D42D14,16,high,easyvote_api/json,0
"Theodore, Dea",County Council,District 6,2024,2024-09-16,votetheodore1@gmail.com,2024-08-23,Anedot,Anedot,,20.30,False,True,raw/easyvote/Theodore-Dea__008DF9A2.pdf,008DF9A2-C3AB-4C9E-9C80-BA2BD4D42D14,17,high,easyvote_api/json,0
"Theodore, Dea",County Council,District 6,2024,2024-09-16,votetheodore1@gmail.com,2024-08-24,Dana Goff,Dana Goff,,20.00,False,True,raw/easyvote/Theodore-Dea__008DF9A2.pdf,008DF9A2-C3AB-4C9E-9C80-BA2BD4D42D14,18,high,easyvote_api/json,0
"Theodore, Dea",County Council,District 6,2024,2024-09-16,votetheodore1@gmail.com,2024-08-24,Chic fil a,Chic fil a,,23.44,False,True,raw/easyvote/Theodore-Dea__008DF9A2.pdf,008DF9A2-C3AB-4C9E-9C80-BA2BD4D42D14,19,high,easyvote_api/json,0
"Theodore, Dea",County Council,District 6,2024,2024-09-16,votetheodore1@gmail.com,2024-08-24,Krispy Kreme,Krispy Kreme,,48.23,False,True,raw/easyvote/Theodore-Dea__008DF9A2.pdf,008DF9A2-C3AB-4C9E-9C80-BA2BD4D42D14,20,high,easyvote_api/json,0
"Theodore, Dea",County Council,District 6,2024,2024-09-16,votetheodore1@gmail.com,2024-08-26,Amazon,Amazon,,28.99,False,True,raw/easyvote/Theodore-Dea__008DF9A2.pdf,008DF9A2-C3AB-4C9E-9C80-BA2BD4D42D14,21,high,easyvote_api/json,0
"Theodore, Dea",County Council,District 6,2024,2024-09-16,votetheodore1@gmail.com,2024-08-26,Harbor Freight,Harbor Freight,,102.13,False,True,raw/easyvote/Theodore-Dea__008DF9A2.pdf,008DF9A2-C3AB-4C9E-9C80-BA2BD4D42D14,22,high,easyvote_api/json,0
"Theodore, Dea",County Council,District 6,2024,2024-09-16,votetheodore1@gmail.com,2024-08-31,Rich’s bagels,Rich’s bagels,,16.63,False,True,raw/easyvote/Theodore-Dea__008DF9A2.pdf,008DF9A2-C3AB-4C9E-9C80-BA2BD4D42D14,23,high,easyvote_api/json,0
"Theodore, Dea",County Council,District 6,2024,2024-09-16,votetheodore1@gmail.com,2024-08-31,Hash Kitchen,Hash Kitchen,,88.50,False,True,raw/easyvote/Theodore-Dea__008DF9A2.pdf,008DF9A2-C3AB-4C9E-9C80-BA2BD4D42D14,24,high,easyvote_api/json,0
"Theodore, Dea",County Council,District 6,2024,2024-09-16,votetheodore1@gmail.com,2024-09-01,Krispy Kreme,Krispy Kreme,,20.01,False,True,raw/easyvote/Theodore-Dea__008DF9A2.pdf,008DF9A2-C3AB-4C9E-9C80-BA2BD4D42D14,25,high,easyvote_api/json,0
"Theodore, Dea",County Council,District 6,2024,2024-09-16,votetheodore1@gmail.com,2024-09-06,Anedot,Anedot,,20.30,False,True,raw/easyvote/Theodore-Dea__008DF9A2.pdf,008DF9A2-C3AB-4C9E-9C80-BA2BD4D42D14,26,high,easyvote_api/json,0
"Theodore, Dea",County Council,District 6,2024,2024-09-16,votetheodore1@gmail.com,2024-09-07,Macey’s,Macey’s,,28.14,False,True,raw/easyvote/Theodore-Dea__008DF9A2.pdf,008DF9A2-C3AB-4C9E-9C80-BA2BD4D42D14,27,high,easyvote_api/json,0
"Theodore, Dea",County Council,District 6,2024,2024-09-16,votetheodore1@gmail.com,2024-09-07,Shake Shack,Shake Shack,,64.35,False,True,raw/easyvote/Theodore-Dea__008DF9A2.pdf,008DF9A2-C3AB-4C9E-9C80-BA2BD4D42D14,28,high,easyvote_api/json,0
"Theodore, Dea",County Council,District 6,2024,2024-09-16,votetheodore1@gmail.com,2024-09-11,Link tree,Link tree,,9.61,False,True,raw/easyvote/Theodore-Dea__008DF9A2.pdf,008DF9A2-C3AB-4C9E-9C80-BA2BD4D42D14,29,high,easyvote_api/json,0
"Theodore, Dea",County Council,District 6,2024,2024-09-16,votetheodore1@gmail.com,2024-09-11,Garage grill,Garage grill,,80.73,False,True,raw/easyvote/Theodore-Dea__008DF9A2.pdf,008DF9A2-C3AB-4C9E-9C80-BA2BD4D42D14,30,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-06-18,FundHero,FundHero,,2.02,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,1,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-06-20,USPS,Usps,,68.00,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,2,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-06-21,FundHero,FundHero,,1.53,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,3,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-06-21,Blueprint Public Affairs,Blueprint Public Affairs,,3935.50,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,4,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-06-26,Vistaprint,Vistaprint,,147.74,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,5,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-06-29,FundHero,FundHero,,6.30,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,6,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-06-30,FundHero,FundHero,,12.01,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,7,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-07-01,FundHero,FundHero,,4.77,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,8,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-07-02,FundHero,FundHero,,5.20,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,9,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-07-08,Blueprint Public Affairs,Blueprint Public Affairs,,4055.81,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,10,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-07-10,FundHero,FundHero,,2.08,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,11,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-07-12,FundHero,FundHero,,12.55,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,12,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-07-12,Squarespace,Squarespace,,24.67,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,13,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-07-12,Mailchimp,Mailchimp,,107.25,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,14,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-07-14,FundHero,FundHero,,49.30,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,15,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-07-16,FundHero,FundHero,,27.55,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,16,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-07-18,Help U Mail,Help U Mail,,353.93,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,17,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-07-22,FundHero,FundHero,,2.02,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,18,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-07-23,FundHero,FundHero,,5.20,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,19,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-07-26,Union Print Shop,Union Print Shop,,1068.75,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,20,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-07-29,Fundhero,Fundhero,,1.53,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,21,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-07-30,Fundhero,Fundhero,,4.28,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,22,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-07-30,FundHero,FundHero,,114.51,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,23,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-07-31,FundHero,FundHero,,46.88,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,24,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-01,FundHero,FundHero,,60.00,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,25,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-01,USPS,Usps,,100.60,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,26,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-02,Meta,Meta,,2.00,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,27,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-03,Meta,Meta,,6.00,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,28,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-04,Meta,Meta,,3.00,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,29,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-05,Meta,Meta,,5.00,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,30,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-05,FundHero,FundHero,,5.20,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,31,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-06,Meta,Meta,,7.00,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,32,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-07,Meta,Meta,,10.00,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,33,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-07,Fundhero,Fundhero,,296.56,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,34,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-08,FundHero,FundHero,,7.65,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,35,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-08,Union Print Shop,Union Print Shop,,1816.88,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,36,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-09,Meta,Meta,,15.00,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,37,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-10,White City Park Operations,White City Park Operations,,75.00,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,38,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-11,FundHero,FundHero,,5.20,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,39,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-11,Meta,Meta,,15.00,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,40,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-12,FundHero,FundHero,,0.79,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,41,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-12,Squarespace,Squarespace,,24.67,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,42,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-12,Mailchimp,Mailchimp,,127.63,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,43,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-14,Meta,Meta,,17.00,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,44,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-15,FundHero,FundHero,,147.30,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,45,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-17,Meta,Meta,,19.00,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,46,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-20,Meta,Meta,,21.00,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,47,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-20,Landslide political,Landslide political,,1250.00,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,48,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-20,Blueprint Public Affairs,Blueprint Public Affairs,,4382.97,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,49,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-21,FundHero,FundHero,,5.50,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,50,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-21,Help U Mail,Help U Mail,,49.05,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,51,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-22,Meta,Meta,,24.00,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,52,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-22,Blueprint Public Affairs,Blueprint Public Affairs,,4329.93,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,53,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-23,Meta,Meta,,27.00,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,54,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-24,FundHero,FundHero,,2.02,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,55,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-25,FundHero,FundHero,,24.80,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,56,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-25,Meta,Meta,,30.00,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,57,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-26,FundHero,FundHero,,11.19,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,58,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-27,FundHero,FundHero,,2.75,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,59,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-27,Meta,Meta,,33.00,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,60,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-27,Smiths,Smiths,,75.48,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,61,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-27,Costco,Costco,,224.38,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,62,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-28,Meta,Meta,,37.00,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,63,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-29,FundHero,FundHero,,10.40,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,64,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-29,Athena VII,Athena Vii,,37.50,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,65,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-29,Sandy City Journal,Sandy City Journal,,400.00,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,66,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-29,Landslide political,Landslide political,,3825.00,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,67,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-30,FundHero,FundHero,,2.75,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,68,high,easyvote_api/json,0
"Robinson, Zach",County Council,District 6,2024,2024-09-16,votezachrobinson@gmail.com,2024-08-30,FundHero,FundHero,,84.99,False,True,raw/easyvote/Robinson-Zach__02810B0E.pdf,02810B0E-25D7-4321-A417-9330522AB1F5,69,high,easyvote_api/json,0
